iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
68,0.04892425,3.3179872910000006,1239,0.5324832122406643,0.7467765684383865,0.006107010780192823,0.030323370131208227,-0.014269285327163539,-11.369478,-11.562918,-11.800204,false,,0.6996225567060386,0.6451285246889575,0.3101110036195184,0.9779403577044199,0.8361531409494298,0.07662997515811762,0.5040278274977055
69,0.034582584,3.3525698750000004,1239,0.5325884002609039,0.7478577951378902,0.006152232147855319,0.030347286466409273,-0.014389783818466895,-11.369461,-11.563254,-11.800323,false,,0.6996144117226398,0.6449882391648383,0.31011097922149666,0.9779665387543426,0.8357885414350724,0.07682161811272889,0.5048407850344254
70,0.034615625,3.3871855,1239,0.5326823564173638,0.7488271555417365,0.0061920411523703756,0.030367286931855753,-0.014500571747443458,-11.369443,-11.56357,-11.800429,false,,0.6996070912857513,0.6448522374976067,0.310110984362485,0.977993447713602,0.8354687026564337,0.0770141730352647,0.5055649857742072
71,0.034637958,3.421823458,1239,0.5327663583849561,0.7496981622032993,0.0062271540515000945,0.0303842612832963,-0.014602927587157644,-11.36943,-11.563865,-11.800533,false,,0.69960064585066,0.6447208973230768,0.310111015935647,0.9780206837758849,0.8351874844081558,0.07720659215512228,0.5062119889047607
72,0.034702458,3.456525916,1239,0.5328416101013688,0.7504838378037657,0.006258486176142886,0.030398963942936397,-0.014697014538955666,-11.369418,-11.564139,-11.80063,false,,0.6995949315607615,0.6445942649980895,0.3101109533469496,0.9780478460316038,0.8349398093574354,0.07739782270794324,0.5067912592630285
73,0.034634458,3.491160374,1239,0.5329091784827331,0.7511935903007942,0.006286415971871295,0.030412019192235462,-0.014784116617640453,-11.369405,-11.564396,-11.800719,false,,0.699589847387231,0.6444723945944233,0.31011097333873383,0.9780746672466476,0.8347212547006009,0.07758697843355615,0.5073110950474053
74,0.034724542,3.5258849160000003,1239,0.5329699510162488,0.7518384288856703,0.0063111377381512845,0.030423561879981076,-0.014865380728484312,-11.369393,-11.564635,-11.800802,false,,0.6995853128178947,0.6443552103036942,0.31011098972282264,0.9781008946951218,0.8345281372380374,0.07777336592268246,0.5077786179823859
75,0.034795125,3.5606800410000004,1239,0.5330246032715551,0.7524226600801364,0.006333384909949946,0.030433895570486258,-0.014940751860627821,-11.369383,-11.5648575,-11.80088,false,,0.699581296204778,0.6442427052111315,0.3101109498124491,0.9781263770971766,0.8343572171024539,0.07795640000057465,0.5082000603744978
76,0.034665875,3.5953459160000003,1239,0.5330738980921272,0.7529539871495624,0.006353409988135161,0.030443873622048923,-0.015010666599245881,-11.369373,-11.565066,-11.800952,false,,0.6995777258052625,0.6441347787029754,0.31011098028326956,0.9781510121578849,0.8342058556416514,0.07813571180705994,0.5085804847974449
77,0.034664791,3.6300107070000003,1239,0.5331184319152824,0.7534425551126305,0.00637129527864555,0.03045281039285097,-0.015076145516812023,-11.369368,-11.565262,-11.801021,false,,0.6995744747552779,0.6440311709905897,0.31011098671343934,0.9781746986606419,0.8340716472409341,0.07831078814262572,0.508924628729659
